chunk_id,audio_path,mel_path,embedding_path,label,distance_to_ref
ml19_292b_0111_chunk0068,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0068.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0068.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0068.npy,-1,-1.0
ml19_292b_0111_chunk0069,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0069.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0069.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0069.npy,-1,-1.0
ml19_292b_0111_chunk0070,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0070.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0070.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0070.npy,-1,-1.0
ml19_292b_0111_chunk0071,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0071.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0071.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0071.npy,-1,-1.0
ml19_292b_0111_chunk0072,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0072.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0072.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0072.npy,-1,-1.0
ml19_292b_0111_chunk0073,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0073.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0073.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0073.npy,-1,-1.0
ml19_292b_0111_chunk0074,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0074.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0074.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0074.npy,-1,-1.0
ml19_292b_0111_chunk0075,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0075.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0075.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0075.npy,-1,-1.0
ml19_292b_0111_chunk0076,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0076.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0076.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0076.npy,-1,-1.0
ml19_292b_0111_chunk0077,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0077.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0077.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0077.npy,-1,-1.0
ml19_292b_0111_chunk0078,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0078.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0078.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0078.npy,-1,-1.0
ml19_292b_0111_chunk0079,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0079.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0079.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0079.npy,-1,-1.0
ml19_292b_0111_chunk0080,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0080.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0080.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0080.npy,-1,-1.0
ml19_292b_0111_chunk0081,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0081.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0081.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0081.npy,-1,-1.0
ml19_292b_0111_chunk0082,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0111_chunk0082.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0111_chunk0082.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0111_chunk0082.npy,-1,-1.0
ml19_292b_0065_chunk0000,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0000.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0000.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0000.npy,-1,-1.0
ml19_292b_0065_chunk0001,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0001.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0001.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0001.npy,-1,-1.0
ml19_292b_0065_chunk0002,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0002.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0002.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0002.npy,-1,-1.0
ml19_292b_0065_chunk0003,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0003.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0003.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0003.npy,-1,-1.0
ml19_292b_0065_chunk0004,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0004.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0004.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0004.npy,-1,-1.0
ml19_292b_0065_chunk0005,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0005.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0005.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0005.npy,-1,-1.0
ml19_292b_0065_chunk0006,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0006.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0006.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0006.npy,-1,-1.0
ml19_292b_0065_chunk0007,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0007.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0007.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0007.npy,-1,-1.0
ml19_292b_0065_chunk0008,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0008.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0008.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0008.npy,-1,-1.0
ml19_292b_0065_chunk0009,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0009.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0009.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0009.npy,-1,-1.0
ml19_292b_0065_chunk0010,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0010.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0010.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0010.npy,-1,-1.0
ml19_292b_0065_chunk0011,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0011.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0011.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0011.npy,-1,-1.0
ml19_292b_0065_chunk0012,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0012.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0012.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0012.npy,-1,-1.0
ml19_292b_0065_chunk0013,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0013.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0013.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0013.npy,-1,-1.0
ml19_292b_0065_chunk0014,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0014.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0014.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0014.npy,-1,-1.0
ml19_292b_0065_chunk0015,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0015.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0015.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0015.npy,-1,-1.0
ml19_292b_0065_chunk0016,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0016.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0016.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0016.npy,-1,-1.0
ml19_292b_0065_chunk0017,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0017.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0017.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0017.npy,-1,-1.0
ml19_292b_0065_chunk0018,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0018.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0018.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0018.npy,-1,-1.0
ml19_292b_0065_chunk0019,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0019.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0019.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0019.npy,-1,-1.0
ml19_292b_0065_chunk0020,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0020.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0020.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0020.npy,-1,-1.0
ml19_292b_0065_chunk0021,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0021.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0021.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0021.npy,-1,-1.0
ml19_292b_0065_chunk0022,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0022.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0022.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0022.npy,-1,-1.0
ml19_292b_0065_chunk0023,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0023.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0023.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0023.npy,-1,-1.0
ml19_292b_0065_chunk0024,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0024.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0024.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0024.npy,-1,-1.0
ml19_292b_0065_chunk0025,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0025.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0025.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0025.npy,-1,-1.0
ml19_292b_0065_chunk0026,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0026.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0026.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0026.npy,-1,-1.0
ml19_292b_0065_chunk0027,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0027.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0027.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0027.npy,-1,-1.0
ml19_292b_0065_chunk0028,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0028.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0028.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0028.npy,-1,-1.0
ml19_292b_0065_chunk0029,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0029.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0029.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0029.npy,-1,-1.0
ml19_292b_0065_chunk0030,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0030.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0030.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0030.npy,-1,-1.0
ml19_292b_0065_chunk0031,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0031.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0031.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0031.npy,-1,-1.0
ml19_292b_0065_chunk0032,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0032.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0032.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0032.npy,-1,-1.0
ml19_292b_0065_chunk0033,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0033.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0033.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0033.npy,-1,-1.0
ml19_292b_0065_chunk0034,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0034.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0034.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0034.npy,-1,-1.0
ml19_292b_0065_chunk0035,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0035.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0035.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0035.npy,-1,-1.0
ml19_292b_0065_chunk0036,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0036.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0036.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0036.npy,-1,-1.0
ml19_292b_0065_chunk0037,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0037.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0037.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0037.npy,-1,-1.0
ml19_292b_0065_chunk0038,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0038.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0038.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0038.npy,-1,-1.0
ml19_292b_0065_chunk0039,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0039.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0039.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0039.npy,-1,-1.0
ml19_292b_0065_chunk0040,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0040.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0040.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0040.npy,-1,-1.0
ml19_292b_0065_chunk0041,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0041.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0041.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0041.npy,-1,-1.0
ml19_292b_0065_chunk0042,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0042.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0042.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0042.npy,-1,-1.0
ml19_292b_0065_chunk0043,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0043.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0043.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0043.npy,-1,-1.0
ml19_292b_0065_chunk0044,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0044.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0044.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0044.npy,-1,-1.0
ml19_292b_0065_chunk0045,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0045.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0045.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0045.npy,-1,-1.0
ml19_292b_0065_chunk0046,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0046.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0046.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0046.npy,-1,-1.0
ml19_292b_0065_chunk0047,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0047.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0047.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0047.npy,-1,-1.0
ml19_292b_0065_chunk0048,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0048.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0048.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0048.npy,-1,-1.0
ml19_292b_0065_chunk0049,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0049.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0049.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0049.npy,-1,-1.0
ml19_292b_0065_chunk0050,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0050.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0050.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0050.npy,-1,-1.0
ml19_292b_0065_chunk0051,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0051.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0051.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0051.npy,-1,-1.0
ml19_292b_0065_chunk0052,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0052.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0052.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0052.npy,-1,-1.0
ml19_292b_0065_chunk0053,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/audio_chunks/ml19_292b_0065_chunk0053.wav,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/mels/ml19_292b_0065_chunk0053.npy,/mnt/gpu_storage/cs_courses/cetaceans/outputs/ml19_292b/embeddings/ml19_292b_0065_chunk0053.npy,-1,-1.0
