Source Audio,Part,Début (sec),Début (min:sec),Distance,Status,Listening, ,Unnamed: 8,Validation_Humaine
ml17_280a_0144_part14.wav,14,70,1:10,0.1933,RAS,,,ml17_280a_01440014,ANOMALIE
ml17_280a_0144_part15.wav,15,75,1:15,0.3441,ANOMALIE,,,ml17_280a_01440015,ANOMALIE
ml17_280a_0144_part16.wav,16,80,1:20,0.1564,RAS,,,ml17_280a_01440016,RAS
ml17_280a_0144_part17.wav,17,85,1:25,0.2999,ANOMALIE,,,ml17_280a_01440017,ANOMALIE
ml17_280a_0144_part18.wav,18,90,1:30,0.1592,RAS,,,ml17_280a_01440018,RAS
ml17_280a_0144_part19.wav,19,95,1:35,0.1365,RAS,,,ml17_280a_01440019,RAS
ml17_280a_0144_part20.wav,20,100,1:40,0.1486,RAS,,,ml17_280a_01440020,RAS
ml17_280a_0144_part21.wav,21,105,1:45,0.1385,RAS,,,ml17_280a_01440021,RAS
ml17_280a_0144_part22.wav,22,110,1:50,0.1719,RAS,,,ml17_280a_01440022,RAS
ml17_280a_0144_part23.wav,23,115,1:55,0.1042,RAS,,,ml17_280a_01440023,RAS
ml17_280a_0144_part24.wav,24,120,2:00,0.1839,RAS,,,ml17_280a_01440024,DOUTE
ml17_280a_0144_part25.wav,25,125,2:05,0.1316,RAS,,,ml17_280a_01440025,RAS
ml17_280a_0144_part26.wav,26,130,2:10,0.1492,RAS,,,ml17_280a_01440026,RAS
ml17_280a_0144_part27.wav,27,135,2:15,0.2995,ANOMALIE,,,ml17_280a_01440027,ANOMALIE
ml17_280a_0144_part28.wav,28,140,2:20,0.1232,RAS,,,ml17_280a_01440028,RAS
ml17_280a_0144_part29.wav,29,145,2:25,0.1763,RAS,,,ml17_280a_01440029,ANOMALIE
ml17_280a_0144_part30.wav,30,150,2:30,0.1438,RAS,,,ml17_280a_01440030,ANOMALIE
ml17_280a_0144_part31.wav,31,155,2:35,0.1796,RAS,,,ml17_280a_01440031,DOUTE
ml17_280a_0144_part32.wav,32,160,2:40,0.2323,RAS,,,ml17_280a_01440032,RAS
ml17_280a_0144_part33.wav,33,165,2:45,0.1791,RAS,,,ml17_280a_01440033,ANOMALIE
ml17_280a_0144_part34.wav,34,170,2:50,0.1333,RAS,,,ml17_280a_01440034,RAS
ml17_280a_0144_part35.wav,35,175,2:55,0.2547,ANOMALIE,,,ml17_280a_01440035,ANOMALIE
ml17_280a_0144_part36.wav,36,180,3:00,0.1529,RAS,,,ml17_280a_01440036,ANOMALIE
ml17_280a_0144_part37.wav,37,185,3:05,0.2676,ANOMALIE,,,ml17_280a_01440037,ANOMALIE
ml17_280a_0144_part38.wav,38,190,3:10,0.1181,RAS,,,ml17_280a_01440038,DOUTE
ml17_280a_0144_part39.wav,39,195,3:15,0.165,RAS,,,ml17_280a_01440039,RAS
ml17_280a_0144_part40.wav,40,200,3:20,0.1456,RAS,,,ml17_280a_01440040,ANOMALIE
ml17_280a_0144_part41.wav,41,205,3:25,0.1313,RAS,,,ml17_280a_01440041,RAS
ml17_280a_0144_part42.wav,42,210,3:30,0.1188,RAS,,,ml17_280a_01440042,ANOMALIE
ml17_280a_0144_part43.wav,43,215,3:35,0.2137,RAS,,,ml17_280a_01440043,RAS
ml17_280a_0144_part44.wav,44,220,3:40,0.2359,RAS,,,ml17_280a_01440044,ANOMALIE
ml17_280a_0144_part45.wav,45,225,3:45,0.111,RAS,,,ml17_280a_01440045,RAS
ml17_280a_0144_part46.wav,46,230,3:50,0.1401,RAS,,,ml17_280a_01440046,ANOMALIE
ml17_280a_0144_part47.wav,47,235,3:55,0.121,RAS,,,ml17_280a_01440047,RAS
ml17_280a_0144_part48.wav,48,240,4:00,0.3428,ANOMALIE,,,ml17_280a_01440048,ANOMALIE
ml17_280a_0144_part49.wav,49,245,4:05,0.0957,RAS,,,ml17_280a_01440049,DOUTE
ml17_280a_0144_part50.wav,50,250,4:10,0.4039,ANOMALIE,,,ml17_280a_01440050,ANOMALIE
ml17_280a_0144_part51.wav,51,255,4:15,0.1094,RAS,,,ml17_280a_01440051,ANOMALIE
ml17_280a_0144_part52.wav,52,260,4:20,0.4089,ANOMALIE,,,ml17_280a_01440052,ANOMALIE
ml17_280a_0144_part53.wav,53,265,4:25,0.2491,RAS,,,ml17_280a_01440053,RAS
ml17_280a_0144_part54.wav,54,270,4:30,0.4837,ANOMALIE,,,ml17_280a_01440054,ANOMALIE
ml17_280a_0144_part55.wav,55,275,4:35,0.2152,RAS,,,ml17_280a_01440055,ANOMALIE
ml17_280a_0144_part56.wav,56,280,4:40,0.1737,RAS,,,ml17_280a_01440056,ANOMALIE
ml17_280a_0144_part57.wav,57,285,4:45,0.12,RAS,,,ml17_280a_01440057,RAS
ml17_280a_0144_part58.wav,58,290,4:50,0.1234,RAS,,,ml17_280a_01440058,A_VALIDER
ml17_280a_0144_part59.wav,59,295,4:55,0.0968,RAS,,,ml17_280a_01440059,A_VALIDER
ml17_280a_0144_part60.wav,60,300,5:00,0.1421,RAS,,,ml17_280a_01440060,A_VALIDER
ml17_280a_0144_part61.wav,61,305,5:05,0.1096,RAS,,,ml17_280a_01440061,A_VALIDER
ml17_280a_0144_part62.wav,62,310,5:10,0.1461,RAS,,,ml17_280a_01440062,A_VALIDER
ml17_280a_0144_part63.wav,63,315,5:15,0.1416,RAS,,,ml17_280a_01440063,A_VALIDER
ml17_280a_0144_part64.wav,64,320,5:20,0.1482,RAS,,,ml17_280a_01440064,A_VALIDER
ml17_280a_0144_part65.wav,65,325,5:25,0.1124,RAS,,,ml17_280a_01440065,A_VALIDER
ml17_280a_0144_part66.wav,66,330,5:30,0.1496,RAS,,,ml17_280a_01440066,A_VALIDER
ml17_280a_0144_part67.wav,67,335,5:35,0.2524,ANOMALIE,,,ml17_280a_01440067,A_VALIDER
ml17_280a_0144_part68.wav,68,340,5:40,0.1342,RAS,,,ml17_280a_01440068,A_VALIDER
ml17_280a_0144_part69.wav,69,345,5:45,0.2666,ANOMALIE,,,ml17_280a_01440069,A_VALIDER
ml17_280a_0144_part70.wav,70,350,5:50,0.1184,RAS,,,ml17_280a_01440070,A_VALIDER
ml17_280a_0144_part71.wav,71,355,5:55,0.1506,RAS,,,ml17_280a_01440071,A_VALIDER
ml17_280a_0144_part72.wav,72,360,6:00,0.1343,RAS,,,ml17_280a_01440072,A_VALIDER
ml17_280a_0144_part73.wav,73,365,6:05,0.1682,RAS,,,ml17_280a_01440073,A_VALIDER
ml17_280a_0144_part74.wav,74,370,6:10,0.1571,RAS,,,ml17_280a_01440074,A_VALIDER
ml17_280a_0144_part75.wav,75,375,6:15,0.202,RAS,,,ml17_280a_01440075,A_VALIDER
ml17_280a_0144_part76.wav,76,380,6:20,0.1687,RAS,,,ml17_280a_01440076,A_VALIDER
ml17_280a_0144_part77.wav,77,385,6:25,0.2242,RAS,,,ml17_280a_01440077,A_VALIDER
ml17_280a_0144_part78.wav,78,390,6:30,0.161,RAS,,,ml17_280a_01440078,A_VALIDER
ml17_280a_0144_part79.wav,79,395,6:35,0.1856,RAS,,,ml17_280a_01440079,A_VALIDER
ml17_280a_0144_part80.wav,80,400,6:40,0.2051,RAS,,,ml17_280a_01440080,A_VALIDER
ml17_280a_0144_part81.wav,81,405,6:45,0.1404,RAS,,,ml17_280a_01440081,A_VALIDER
ml17_280a_0144_part82.wav,82,410,6:50,0.2697,ANOMALIE,,,ml17_280a_01440082,A_VALIDER
ml17_280a_0144_part83.wav,83,415,6:55,0.1302,RAS,,,ml17_280a_01440083,A_VALIDER
ml17_280a_0144_part84.wav,84,420,7:00,0.2028,RAS,,,ml17_280a_01440084,A_VALIDER
ml17_280a_0144_part85.wav,85,425,7:05,0.1399,RAS,,,ml17_280a_01440085,A_VALIDER
ml17_280a_0144_part86.wav,86,430,7:10,0.208,RAS,,,ml17_280a_01440086,A_VALIDER
ml17_280a_0144_part87.wav,87,435,7:15,0.1746,RAS,,,ml17_280a_01440087,A_VALIDER
ml17_280a_0144_part88.wav,88,440,7:20,0.2375,RAS,,,ml17_280a_01440088,A_VALIDER
ml17_280a_0144_part89.wav,89,445,7:25,0.1352,RAS,,,ml17_280a_01440089,A_VALIDER
ml17_280a_0144_part90.wav,90,450,7:30,0.2216,RAS,,,ml17_280a_01440090,A_VALIDER
ml17_280a_0144_part91.wav,91,455,7:35,0.1528,RAS,,,ml17_280a_01440091,A_VALIDER
ml17_280a_0144_part92.wav,92,460,7:40,0.215,RAS,,,ml17_280a_01440092,A_VALIDER
ml17_280a_0144_part93.wav,93,465,7:45,0.137,RAS,,,ml17_280a_01440093,A_VALIDER
ml17_280a_0144_part94.wav,94,470,7:50,0.2823,ANOMALIE,,,ml17_280a_01440094,A_VALIDER
ml17_280a_0144_part95.wav,95,475,7:55,0.1633,RAS,,,ml17_280a_01440095,A_VALIDER
ml17_280a_0144_part96.wav,96,480,8:00,0.4152,ANOMALIE,,,ml17_280a_01440096,A_VALIDER
ml17_280a_0144_part97.wav,97,485,8:05,0.2731,ANOMALIE,,,ml17_280a_01440097,A_VALIDER
ml17_280a_0144_part98.wav,98,490,8:10,0.2349,RAS,,,ml17_280a_01440098,A_VALIDER
ml17_280a_0144_part99.wav,99,495,8:15,0.2826,ANOMALIE,,,ml17_280a_01440099,A_VALIDER
ml17_280a_0144_part100.wav,100,500,8:20,0.2657,ANOMALIE,,,ml17_280a_01440100,A_VALIDER
ml17_280a_0144_part101.wav,101,505,8:25,0.2594,ANOMALIE,,,ml17_280a_01440101,A_VALIDER
ml17_280a_0144_part102.wav,102,510,8:30,0.3019,ANOMALIE,,,ml17_280a_01440102,A_VALIDER
ml17_280a_0144_part103.wav,103,515,8:35,0.2034,RAS,,,ml17_280a_01440103,A_VALIDER
ml17_280a_0144_part104.wav,104,520,8:40,0.16,RAS,,,ml17_280a_01440104,A_VALIDER
ml17_280a_0144_part105.wav,105,525,8:45,0.4036,ANOMALIE,,,ml17_280a_01440105,A_VALIDER
ml17_280a_0144_part106.wav,106,530,8:50,0.1958,RAS,,,ml17_280a_01440106,A_VALIDER
ml17_280a_0144_part107.wav,107,535,8:55,0.1696,RAS,,,ml17_280a_01440107,A_VALIDER
ml17_280a_0144_part108.wav,108,540,9:00,0.1812,RAS,,,ml17_280a_01440108,A_VALIDER
ml17_280a_0144_part109.wav,109,545,9:05,0.1347,RAS,,,ml17_280a_01440109,A_VALIDER
ml17_280a_0144_part110.wav,110,550,9:10,0.2029,RAS,,,ml17_280a_01440110,A_VALIDER
ml17_280a_0144_part111.wav,111,555,9:15,0.1311,RAS,,,ml17_280a_01440111,A_VALIDER
ml17_280a_0144_part112.wav,112,560,9:20,0.1785,RAS,,,ml17_280a_01440112,A_VALIDER
ml17_280a_0144_part113.wav,113,565,9:25,0.0903,RAS,,,ml17_280a_01440113,A_VALIDER
ml17_280a_0144_part114.wav,114,570,9:30,0.1904,RAS,,,ml17_280a_01440114,A_VALIDER
ml17_280a_0144_part115.wav,115,575,9:35,0.252,ANOMALIE,,,ml17_280a_01440115,A_VALIDER
ml17_280a_0144_part116.wav,116,580,9:40,0.2941,ANOMALIE,,,ml17_280a_01440116,A_VALIDER
ml17_280a_0144_part117.wav,117,585,9:45,0.1177,RAS,,,ml17_280a_01440117,A_VALIDER
ml17_280a_0144_part118.wav,118,590,9:50,0.1146,RAS,,,ml17_280a_01440118,A_VALIDER
ml17_280a_0144_part119.wav,119,595,9:55,0.2256,RAS,,,ml17_280a_01440119,A_VALIDER
ml17_280a_0144_part120.wav,120,600,10:00,0.1258,RAS,,,ml17_280a_01440120,A_VALIDER
ml17_280a_0144_part121.wav,121,605,10:05,0.145,RAS,,,ml17_280a_01440121,A_VALIDER
ml17_280a_0144_part122.wav,122,610,10:10,0.1805,RAS,,,ml17_280a_01440122,A_VALIDER
ml17_280a_0144_part123.wav,123,615,10:15,0.2161,RAS,,,ml17_280a_01440123,A_VALIDER
ml17_280a_0144_part124.wav,124,620,10:20,0.239,RAS,,,ml17_280a_01440124,A_VALIDER
ml17_280a_0144_part125.wav,125,625,10:25,0.12,RAS,,,ml17_280a_01440125,A_VALIDER
ml17_280a_0144_part126.wav,126,630,10:30,0.1282,RAS,,,ml17_280a_01440126,A_VALIDER
ml17_280a_0144_part127.wav,127,635,10:35,0.1876,RAS,,,ml17_280a_01440127,A_VALIDER
ml17_280a_0144_part128.wav,128,640,10:40,0.1526,RAS,,,ml17_280a_01440128,A_VALIDER
ml17_280a_0144_part129.wav,129,645,10:45,0.179,RAS,,,ml17_280a_01440129,A_VALIDER
ml17_280a_0144_part130.wav,130,650,10:50,0.2511,ANOMALIE,,,ml17_280a_01440130,A_VALIDER
ml17_280a_0144_part131.wav,131,655,10:55,0.175,RAS,,,ml17_280a_01440131,A_VALIDER
ml17_280a_0144_part132.wav,132,660,11:00,0.2154,RAS,,,ml17_280a_01440132,A_VALIDER
ml17_280a_0144_part133.wav,133,665,11:05,0.2137,RAS,,,ml17_280a_01440133,A_VALIDER
ml17_280a_0144_part134.wav,134,670,11:10,0.2576,ANOMALIE,,,ml17_280a_01440134,A_VALIDER
ml17_280a_0144_part135.wav,135,675,11:15,0.3197,ANOMALIE,,,ml17_280a_01440135,A_VALIDER
ml17_280a_0144_part136.wav,136,680,11:20,0.1879,RAS,,,ml17_280a_01440136,A_VALIDER
ml17_280a_0144_part137.wav,137,685,11:25,0.2351,RAS,,,ml17_280a_01440137,A_VALIDER
ml17_280a_0144_part138.wav,138,690,11:30,0.1499,RAS,,,ml17_280a_01440138,A_VALIDER
ml17_280a_0144_part139.wav,139,695,11:35,0.1728,RAS,,,ml17_280a_01440139,A_VALIDER
ml17_280a_0144_part140.wav,140,700,11:40,0.1013,RAS,,,ml17_280a_01440140,A_VALIDER
ml17_280a_0144_part141.wav,141,705,11:45,0.109,RAS,,,ml17_280a_01440141,A_VALIDER
ml17_280a_0144_part142.wav,142,710,11:50,0.3588,ANOMALIE,,,ml17_280a_01440142,A_VALIDER
ml17_280a_0144_part143.wav,143,715,11:55,0.1475,RAS,,,ml17_280a_01440143,A_VALIDER
ml17_280a_0144_part144.wav,144,720,12:00,0.2799,ANOMALIE,,,ml17_280a_01440144,A_VALIDER
ml17_280a_0144_part145.wav,145,725,12:05,0.1936,RAS,,,ml17_280a_01440145,A_VALIDER
ml17_280a_0144_part146.wav,146,730,12:10,0.1363,RAS,,,ml17_280a_01440146,A_VALIDER
ml17_280a_0144_part147.wav,147,735,12:15,0.122,RAS,,,ml17_280a_01440147,A_VALIDER
ml17_280a_0144_part148.wav,148,740,12:20,0.2207,RAS,,,ml17_280a_01440148,A_VALIDER
ml17_280a_0144_part149.wav,149,745,12:25,0.1575,RAS,,,ml17_280a_01440149,A_VALIDER
ml17_280a_0144_part150.wav,150,750,12:30,0.3343,ANOMALIE,,,ml17_280a_01440150,A_VALIDER
ml17_280a_0144_part151.wav,151,755,12:35,0.208,RAS,,,ml17_280a_01440151,A_VALIDER
ml17_280a_0144_part152.wav,152,760,12:40,0.3683,ANOMALIE,,,ml17_280a_01440152,A_VALIDER
ml17_280a_0144_part153.wav,153,765,12:45,0.2356,RAS,,,ml17_280a_01440153,A_VALIDER
ml17_280a_0144_part154.wav,154,770,12:50,0.1602,RAS,,,ml17_280a_01440154,A_VALIDER
ml17_280a_0144_part155.wav,155,775,12:55,0.3622,ANOMALIE,,,ml17_280a_01440155,A_VALIDER
ml17_280a_0144_part156.wav,156,780,13:00,0.1803,RAS,,,ml17_280a_01440156,A_VALIDER
ml17_280a_0144_part157.wav,157,785,13:05,0.3712,ANOMALIE,,,ml17_280a_01440157,A_VALIDER
ml17_280a_0144_part158.wav,158,790,13:10,0.1252,RAS,,,ml17_280a_01440158,A_VALIDER
ml17_280a_0144_part159.wav,159,795,13:15,0.1785,RAS,,,ml17_280a_01440159,A_VALIDER
ml17_280a_0144_part160.wav,160,800,13:20,0.3241,ANOMALIE,,,ml17_280a_01440160,A_VALIDER
ml17_280a_0144_part161.wav,161,805,13:25,0.246,RAS,,,ml17_280a_01440161,A_VALIDER
ml17_280a_0144_part162.wav,162,810,13:30,0.4615,ANOMALIE,,,ml17_280a_01440162,A_VALIDER
ml17_280a_0144_part163.wav,163,815,13:35,0.1521,RAS,,,ml17_280a_01440163,A_VALIDER
ml18_294b_0013_part0.wav,0,0,0:00,0.2115,RAS,,,ml18_294b_00130000,A_VALIDER
ml18_294b_0013_part1.wav,1,5,0:05,0.2401,RAS,,,ml18_294b_00130001,A_VALIDER
ml18_294b_0013_part2.wav,2,10,0:10,0.2178,RAS,,,ml18_294b_00130002,A_VALIDER
ml18_294b_0013_part3.wav,3,15,0:15,0.2017,RAS,,,ml18_294b_00130003,A_VALIDER
ml18_294b_0013_part4.wav,4,20,0:20,0.2,RAS,,,ml18_294b_00130004,A_VALIDER
ml18_294b_0013_part5.wav,5,25,0:25,0.2272,RAS,,,ml18_294b_00130005,A_VALIDER
ml18_294b_0013_part6.wav,6,30,0:30,0.1211,RAS,,,ml18_294b_00130006,A_VALIDER
ml18_294b_0013_part7.wav,7,35,0:35,0.1313,RAS,,,ml18_294b_00130007,A_VALIDER
ml18_294b_0013_part8.wav,8,40,0:40,0.0961,RAS,,,ml18_294b_00130008,A_VALIDER
ml18_294b_0013_part9.wav,9,45,0:45,0.1268,RAS,,,ml18_294b_00130009,A_VALIDER
ml18_294b_0013_part10.wav,10,50,0:50,0.1356,RAS,,,ml18_294b_00130010,A_VALIDER
ml18_294b_0013_part11.wav,11,55,0:55,0.1857,RAS,,,ml18_294b_00130011,A_VALIDER
ml18_294b_0013_part12.wav,12,60,1:00,0.1566,RAS,,,ml18_294b_00130012,A_VALIDER
ml18_294b_0013_part13.wav,13,65,1:05,0.12,RAS,,,ml18_294b_00130013,A_VALIDER
ml18_294b_0013_part14.wav,14,70,1:10,0.1596,RAS,,,ml18_294b_00130014,A_VALIDER
ml18_294b_0013_part15.wav,15,75,1:15,0.1465,RAS,,,ml18_294b_00130015,A_VALIDER
ml18_294b_0013_part16.wav,16,80,1:20,0.1351,RAS,,,ml18_294b_00130016,A_VALIDER
ml18_294b_0013_part17.wav,17,85,1:25,0.1596,RAS,,,ml18_294b_00130017,A_VALIDER
ml18_294b_0013_part18.wav,18,90,1:30,0.1321,RAS,,,ml18_294b_00130018,A_VALIDER
ml18_294b_0013_part19.wav,19,95,1:35,0.1514,RAS,,,ml18_294b_00130019,A_VALIDER
ml18_294b_0013_part20.wav,20,100,1:40,0.1265,RAS,,,ml18_294b_00130020,A_VALIDER
ml18_294b_0013_part21.wav,21,105,1:45,0.1683,RAS,,,ml18_294b_00130021,A_VALIDER
ml18_294b_0013_part22.wav,22,110,1:50,0.1408,RAS,,,ml18_294b_00130022,A_VALIDER
ml18_294b_0013_part23.wav,23,115,1:55,0.1685,RAS,,,ml18_294b_00130023,A_VALIDER
ml18_294b_0013_part24.wav,24,120,2:00,0.1235,RAS,,,ml18_294b_00130024,A_VALIDER
ml18_294b_0013_part25.wav,25,125,2:05,0.1349,RAS,,,ml18_294b_00130025,A_VALIDER
ml18_294b_0013_part26.wav,26,130,2:10,0.1543,RAS,,,ml18_294b_00130026,A_VALIDER
ml18_294b_0013_part27.wav,27,135,2:15,0.1728,RAS,,,ml18_294b_00130027,A_VALIDER
ml18_294b_0013_part28.wav,28,140,2:20,0.2262,RAS,,,ml18_294b_00130028,A_VALIDER
ml18_294b_0013_part29.wav,29,145,2:25,0.1584,RAS,,,ml18_294b_00130029,A_VALIDER
ml18_294b_0013_part30.wav,30,150,2:30,0.1153,RAS,,,ml18_294b_00130030,A_VALIDER
ml18_294b_0013_part31.wav,31,155,2:35,0.169,RAS,,,ml18_294b_00130031,A_VALIDER
ml18_294b_0013_part32.wav,32,160,2:40,0.2057,RAS,,,ml18_294b_00130032,A_VALIDER
ml18_294b_0013_part33.wav,33,165,2:45,0.1164,RAS,,,ml18_294b_00130033,A_VALIDER
ml18_294b_0013_part34.wav,34,170,2:50,0.1343,RAS,,,ml18_294b_00130034,A_VALIDER
ml18_294b_0013_part35.wav,35,175,2:55,0.1358,RAS,,,ml18_294b_00130035,A_VALIDER
ml18_294b_0013_part36.wav,36,180,3:00,0.1836,RAS,,,ml18_294b_00130036,A_VALIDER
ml18_294b_0013_part37.wav,37,185,3:05,0.1674,RAS,,,ml18_294b_00130037,A_VALIDER
ml18_294b_0013_part38.wav,38,190,3:10,0.1932,RAS,,,ml18_294b_00130038,A_VALIDER
ml18_294b_0013_part39.wav,39,195,3:15,0.1464,RAS,,,ml18_294b_00130039,A_VALIDER
ml18_294b_0013_part40.wav,40,200,3:20,0.2353,RAS,,,ml18_294b_00130040,A_VALIDER
ml18_294b_0013_part41.wav,41,205,3:25,0.1248,RAS,,,ml18_294b_00130041,A_VALIDER
ml18_294b_0013_part42.wav,42,210,3:30,0.141,RAS,,,ml18_294b_00130042,A_VALIDER
ml18_294b_0013_part43.wav,43,215,3:35,0.1943,RAS,,,ml18_294b_00130043,A_VALIDER
ml18_294b_0013_part44.wav,44,220,3:40,0.2192,RAS,,,ml18_294b_00130044,A_VALIDER
ml18_294b_0013_part45.wav,45,225,3:45,0.1554,RAS,,,ml18_294b_00130045,A_VALIDER
ml18_294b_0013_part46.wav,46,230,3:50,0.1344,RAS,,,ml18_294b_00130046,A_VALIDER
ml18_294b_0013_part47.wav,47,235,3:55,0.1991,RAS,,,ml18_294b_00130047,A_VALIDER
ml18_294b_0013_part48.wav,48,240,4:00,0.1466,RAS,,,ml18_294b_00130048,A_VALIDER
ml18_294b_0013_part49.wav,49,245,4:05,0.1861,RAS,,,ml18_294b_00130049,A_VALIDER
ml18_294b_0013_part50.wav,50,250,4:10,0.1377,RAS,,,ml18_294b_00130050,A_VALIDER
ml18_294b_0013_part51.wav,51,255,4:15,0.2578,ANOMALIE,,,ml18_294b_00130051,A_VALIDER
ml18_294b_0013_part52.wav,52,260,4:20,0.1796,RAS,,,ml18_294b_00130052,A_VALIDER
ml18_294b_0013_part53.wav,53,265,4:25,0.1585,RAS,,,ml18_294b_00130053,A_VALIDER
ml18_294b_0013_part54.wav,54,270,4:30,0.2151,RAS,,,ml18_294b_00130054,A_VALIDER
ml18_294b_0013_part55.wav,55,275,4:35,0.1358,RAS,,,ml18_294b_00130055,A_VALIDER
ml18_294b_0013_part56.wav,56,280,4:40,0.1233,RAS,,,ml18_294b_00130056,A_VALIDER
ml18_294b_0013_part57.wav,57,285,4:45,0.1309,RAS,,,ml18_294b_00130057,A_VALIDER
ml18_294b_0013_part58.wav,58,290,4:50,0.14,RAS,,,ml18_294b_00130058,A_VALIDER
ml18_294b_0013_part59.wav,59,295,4:55,0.1461,RAS,,,ml18_294b_00130059,A_VALIDER
ml18_294b_0013_part60.wav,60,300,5:00,0.1144,RAS,,,ml18_294b_00130060,A_VALIDER
ml18_294b_0013_part61.wav,61,305,5:05,0.1633,RAS,,,ml18_294b_00130061,A_VALIDER
ml18_294b_0013_part62.wav,62,310,5:10,0.1377,RAS,,,ml18_294b_00130062,A_VALIDER
ml18_294b_0013_part63.wav,63,315,5:15,0.2073,RAS,,,ml18_294b_00130063,A_VALIDER
ml18_294b_0013_part64.wav,64,320,5:20,0.1301,RAS,,,ml18_294b_00130064,A_VALIDER
ml18_294b_0013_part65.wav,65,325,5:25,0.1772,RAS,,,ml18_294b_00130065,A_VALIDER
ml18_294b_0013_part66.wav,66,330,5:30,0.1585,RAS,,,ml18_294b_00130066,A_VALIDER
ml18_294b_0013_part67.wav,67,335,5:35,0.1354,RAS,,,ml18_294b_00130067,A_VALIDER
ml18_294b_0013_part68.wav,68,340,5:40,0.1701,RAS,,,ml18_294b_00130068,A_VALIDER
ml18_294b_0013_part69.wav,69,345,5:45,0.133,RAS,,,ml18_294b_00130069,A_VALIDER
ml18_294b_0013_part70.wav,70,350,5:50,0.1512,RAS,,,ml18_294b_00130070,A_VALIDER
ml18_294b_0013_part71.wav,71,355,5:55,0.1431,RAS,,,ml18_294b_00130071,A_VALIDER
ml18_294b_0013_part72.wav,72,360,6:00,0.1159,RAS,,,ml18_294b_00130072,A_VALIDER
ml18_294b_0013_part73.wav,73,365,6:05,0.2354,RAS,,,ml18_294b_00130073,A_VALIDER
ml18_294b_0013_part74.wav,74,370,6:10,0.141,RAS,,,ml18_294b_00130074,A_VALIDER
ml18_294b_0013_part75.wav,75,375,6:15,0.2017,RAS,,,ml18_294b_00130075,A_VALIDER
ml18_294b_0013_part76.wav,76,380,6:20,0.2462,RAS,,,ml18_294b_00130076,A_VALIDER
ml18_294b_0013_part77.wav,77,385,6:25,0.2141,RAS,,,ml18_294b_00130077,A_VALIDER
ml18_294b_0013_part78.wav,78,390,6:30,0.2403,RAS,,,ml18_294b_00130078,A_VALIDER
ml18_294b_0013_part79.wav,79,395,6:35,0.1083,RAS,,,ml18_294b_00130079,A_VALIDER
ml18_294b_0013_part80.wav,80,400,6:40,0.1844,RAS,,,ml18_294b_00130080,A_VALIDER
ml18_294b_0013_part81.wav,81,405,6:45,0.1925,RAS,,,ml18_294b_00130081,A_VALIDER
ml18_294b_0013_part82.wav,82,410,6:50,0.1923,RAS,,,ml18_294b_00130082,A_VALIDER
ml18_294b_0013_part83.wav,83,415,6:55,0.1142,RAS,,,ml18_294b_00130083,A_VALIDER
ml18_294b_0013_part84.wav,84,420,7:00,0.3548,ANOMALIE,,,ml18_294b_00130084,A_VALIDER
ml18_294b_0013_part85.wav,85,425,7:05,0.2201,RAS,,,ml18_294b_00130085,A_VALIDER
ml18_294b_0013_part86.wav,86,430,7:10,0.1423,RAS,,,ml18_294b_00130086,A_VALIDER
ml18_294b_0013_part87.wav,87,435,7:15,0.1217,RAS,,,ml18_294b_00130087,A_VALIDER
ml18_294b_0013_part88.wav,88,440,7:20,0.1074,RAS,,,ml18_294b_00130088,A_VALIDER
ml18_294b_0013_part89.wav,89,445,7:25,0.1659,RAS,,,ml18_294b_00130089,A_VALIDER
ml18_294b_0013_part90.wav,90,450,7:30,0.1475,RAS,,,ml18_294b_00130090,A_VALIDER
ml18_294b_0013_part91.wav,91,455,7:35,0.2355,RAS,,,ml18_294b_00130091,A_VALIDER
ml18_294b_0013_part92.wav,92,460,7:40,0.1964,RAS,,,ml18_294b_00130092,A_VALIDER
ml18_294b_0013_part93.wav,93,465,7:45,0.1617,RAS,,,ml18_294b_00130093,A_VALIDER
ml18_294b_0013_part94.wav,94,470,7:50,0.1042,RAS,,,ml18_294b_00130094,A_VALIDER
ml18_294b_0013_part95.wav,95,475,7:55,0.1301,RAS,,,ml18_294b_00130095,A_VALIDER
ml18_294b_0013_part96.wav,96,480,8:00,0.1654,RAS,,,ml18_294b_00130096,A_VALIDER
ml18_294b_0042_part0.wav,0,0,0:00,0.1687,RAS,,,ml18_294b_00420000,A_VALIDER
ml18_294b_0042_part1.wav,1,5,0:05,0.1233,RAS,,,ml18_294b_00420001,A_VALIDER
ml18_294b_0042_part2.wav,2,10,0:10,0.1425,RAS,,,ml18_294b_00420002,A_VALIDER
ml18_294b_0042_part3.wav,3,15,0:15,0.1198,RAS,,,ml18_294b_00420003,A_VALIDER
ml18_294b_0042_part4.wav,4,20,0:20,0.2202,RAS,,,ml18_294b_00420004,A_VALIDER
ml18_294b_0042_part5.wav,5,25,0:25,0.1251,RAS,,,ml18_294b_00420005,A_VALIDER
ml18_294b_0042_part6.wav,6,30,0:30,0.1282,RAS,,,ml18_294b_00420006,A_VALIDER
ml18_294b_0042_part7.wav,7,35,0:35,0.1275,RAS,,,ml18_294b_00420007,A_VALIDER
ml18_294b_0042_part8.wav,8,40,0:40,0.2725,ANOMALIE,,,ml18_294b_00420008,A_VALIDER
ml18_294b_0042_part9.wav,9,45,0:45,0.1311,RAS,,,ml18_294b_00420009,A_VALIDER
